"","alpha","Ecoregion_NARS","Year","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse"
"5540",17,"CPL",1,0.125,1.2161,"USGS",0.516539440203562,"USGS-08062500","Forest_Wetland"
"5541",15,"CPL",2,0.125,1.2155,"USGS",0.532530120481928,"USGS-08062500","Forest_Wetland"
"5542",17,"SPL",12,0.4167,0.7414,"USGS",0.792613636363636,"USGS-08062525","Agriculture"
"5543",18,"CPL",12,0.3333,0.7898,"USGS",0.846153846153846,"USGS-08062600","Agriculture"
"5544",21,"CPL",12,0.3333,0.1576,"USGS",0.670967741935484,"USGS-08062805","Agriculture"
"5545",18,"SPL",12,0.4583,0.7021,"USGS",0.809061488673139,"USGS-08063047","Agriculture"
"5546",22,"SPL",12,0.6667,0.9321,"USGS",0.78978978978979,"USGS-08063300","Other"
"5547",21,"SPL",12,0.2917,0.9073,"USGS",0.849397590361446,"USGS-08063510","Other"
"5548",18,"SPL",12,0.0694,0.5861,"USGS",0.836477987421384,"USGS-08063555","Other"
"5549",21,"SPL",12,0.1429,0.7878,"USGS",0.801242236024845,"USGS-08063565","Agriculture"
"5550",15,"SPL",12,0.2083,0.3275,"USGS",0.882716049382716,"USGS-08063574","Other"
"5551",24,"SPL",12,0.2083,0.4606,"USGS",0.850439882697947,"USGS-08063595","Other"
"5552",17,"SPL",12,0.2143,0.8039,"USGS",0.897280966767372,"USGS-08063692","Agriculture"
"5553",14,"SPL",2,0.5,0.4295,"USGS",0.296650717703349,"USGS-08064100","Agriculture"
"5554",38,"SPL",10,1,1.6642,"USGS",0.58974358974359,"USGS-08064100","Agriculture"
"5555",25,"SPL",11,0.1667,10.7982,"USGS",0.743732590529248,"USGS-08064100","Agriculture"
"5556",28,"SPL",13,0.3333,0.6254,"USGS",0.871794871794872,"USGS-08064100","Agriculture"
"5557",17,"SPL",12,0.0714,1.25,"USGS",0.74702380952381,"USGS-08064695","Agriculture"
"5558",23,"CPL",1,0.25,1.0618,"USGS",0.638356164383562,"USGS-08065800","Forest_Wetland"
"5559",24,"CPL",2,0.25,0.8144,"USGS",0.584541062801932,"USGS-08065800","Forest_Wetland"
"5560",28,"CPL",3,0.215732653061224,1.2042,"USGS",0.609302325581395,"USGS-08065800","Forest_Wetland"
"5561",28,"CPL",1,0.25,1.2551,"USGS",0.587412587412587,"USGS-08066295","Forest_Wetland"
"5562",22,"CPL",2,0.25,0.9606,"USGS",0.471471471471471,"USGS-08066295","Forest_Wetland"
"5563",27,"CPL",3,0.25,1.1913,"USGS",0.580896686159844,"USGS-08066295","Forest_Wetland"
"5564",20,"SPL",17,0.0595,1.25,"USGS",0.75,"USGS-08150700","Other"
"5565",29,"SPL",17,0.0446,1.25,"USGS",0.804568527918782,"USGS-08152900","Other"
"5566",17,"CPL",17,0.0496,1.3052,"USGS",0.815347721822542,"USGS-08164000","Forest_Wetland"
"5567",31,"SPL",17,0.1667,1.25,"USGS",0.755244755244755,"USGS-08166000","Forest_Wetland"
"5568",34,"SPL",4,0.0625,1.5,"USGS",0.80848623853211,"USGS-08167500","Other"
"5569",24,"SPL",5,0.0625,1.5,"USGS",0.881642512077295,"USGS-08167500","Other"
"5570",29,"SPL",6,0.1042,1.5,"USGS",0.803030303030303,"USGS-08167500","Other"
"5571",23,"SPL",6,0.1042,1.5,"USGS",0.684713375796178,"USGS-08171000","Forest_Wetland"
"5572",18,"CPL",4,0.0313,1.5,"USGS",0.529595015576324,"USGS-08173900","Agriculture"
"5573",18,"CPL",6,0.1667,1.5,"USGS",0.313953488372093,"USGS-08173900","Agriculture"
"5574",28,"SPL",4,0.0625,1.5,"USGS",0.58560794044665,"USGS-08178800","Urban"
"5575",23,"SPL",6,0.125,1.5,"USGS",0.643356643356643,"USGS-08178800","Urban"
"5576",16,"SPL",10,0.1389,1.25,"USGS",0.822674418604651,"USGS-08178800","Urban"
"5577",18,"SPL",11,0.0714,1.25,"USGS",0.931506849315068,"USGS-08178800","Urban"
"5578",22,"SPL",12,0.0347,1.25,"USGS",0.815047021943574,"USGS-08178800","Urban"
"5579",21,"SPL",13,0.0794,1.25,"USGS",0.845679012345679,"USGS-08178800","Urban"
"5580",21,"SPL",14,0.017,1.25,"USGS",0.712962962962963,"USGS-08178800","Urban"
"5581",22,"SPL",16,0.0868,1.25,"USGS",0.736677115987461,"USGS-08178800","Urban"
"5582",22,"SPL",17,0.0952,1.25,"USGS",0.885333333333333,"USGS-08178800","Urban"
"5583",18,"SPL",18,0.0694,1.25,"USGS",0.869688385269122,"USGS-08178800","Urban"
"5584",22,"SPL",20,0.119,1.25,"USGS",0.923076923076923,"USGS-08178800","Urban"
"5585",25,"SPL",4,0.0625,1.5,"USGS",0.710794297352342,"USGS-08180640","Other"
"5586",32,"SPL",5,0.0357,1.5,"USGS",0.841642228739003,"USGS-08180640","Other"
"5587",24,"SPL",6,0.1042,1.5,"USGS",0.766081871345029,"USGS-08180640","Other"
"5588",27,"CPL",4,1,0.589,"USGS",0.662385321100917,"USGS-08181800","Forest_Wetland"
"5589",24,"CPL",12,0.2619,0.9607,"USGS",0.906148867313916,"USGS-08181800","Forest_Wetland"
"5590",21,"SPL",17,0.1042,1.25,"USGS",0.795154185022026,"USGS-08190000","Other"
"5591",35,"SPL",4,0.0313,1.5,"USGS",0.627692307692308,"USGS-08195000","Other"
"5592",32,"SPL",6,0.1042,1.5,"USGS",0.807167235494881,"USGS-08195000","Other"
"5593",17,"SPL",10,0.1667,1.25,"USGS",0.689230769230769,"USGS-08195000","Other"
"5594",32,"SPL",11,0.0694,1.25,"USGS",0.818461538461538,"USGS-08195000","Other"
"5595",23,"SPL",12,0.1429,1.25,"USGS",0.914835164835165,"USGS-08195000","Other"
"5596",23,"SPL",14,0.0446,1.25,"USGS",0.795731707317073,"USGS-08195000","Other"
"5597",28,"SPL",16,0.0694,1.25,"USGS",0.80058651026393,"USGS-08195000","Other"
"5598",30,"SPL",17,0.2917,1.25,"USGS",0.753886010362694,"USGS-08195000","Other"
"5599",33,"SPL",18,0.119,0.25,"USGS",0.918635170603675,"USGS-08195000","Other"
"5600",33,"SPL",19,0.1429,1.25,"USGS",0.846938775510204,"USGS-08195000","Other"
"5601",33,"SPL",20,0.0694,1.25,"USGS",0.895705521472393,"USGS-08195000","Other"
"5602",30,"SPL",21,0.25,1.25,"USGS",0.775956284153005,"USGS-08195000","Other"
"5603",26,"SPL",22,0.0496,1.25,"USGS",0.862796833773087,"USGS-08195000","Other"
"5604",26,"SPL",23,1,1.25,"USGS",0.874193548387097,"USGS-08195000","Other"
"5605",35,"SPL",24,0.3333,1.25,"USGS",0.900849858356941,"USGS-08195000","Other"
"5606",36,"SPL",25,0.0694,1.25,"USGS",0.88515406162465,"USGS-08195000","Other"
"5607",33,"SPL",26,0.0496,1.25,"USGS",0.826923076923077,"USGS-08195000","Other"
"5608",38,"SPL",4,0.25,1.5,"USGS",0.60031847133758,"USGS-08198000","Other"
"5609",28,"SPL",17,0.5476,1.25,"USGS",0.846153846153846,"USGS-08198000","Other"
"5610",11,"WMT",21,0.0085,1.25,"USGS",0.192878338278932,"USGS-08213500","Forest_Wetland"
"5611",10,"WMT",21,0.0198,1.25,"USGS",0.720797720797721,"USGS-08214500","Forest_Wetland"
"5612",18,"XER",1,1,0.4275,"USGS",0.98506151142355,"USGS-08220000","Other"
"5613",25,"XER",2,0.125,0.4275,"USGS",0.840958605664488,"USGS-08220000","Other"
"5614",29,"WMT",1,1,0.4275,"USGS",0.913131313131313,"USGS-08227000","Other"
"5615",19,"WMT",2,0.1042,0.4275,"USGS",0.838479809976247,"USGS-08227000","Other"
"5616",25,"WMT",3,0.25,0.4275,"USGS",0.682080924855491,"USGS-08227000","Other"
"5617",29,"WMT",10,0.0298,1.25,"USGS",0.665562913907285,"USGS-08227000","Other"
"5618",22,"WMT",11,0.0397,1.25,"USGS",0.799418604651163,"USGS-08227000","Other"
"5619",18,"WMT",12,0.0397,1.25,"USGS",0.550724637681159,"USGS-08227000","Other"
"5620",21,"WMT",15,0.0952,1.25,"USGS",0.830287206266319,"USGS-08227000","Other"
"5621",30,"WMT",16,0.0397,1.25,"USGS",0.7,"USGS-08227000","Other"
"5622",24,"WMT",17,0.0952,1.25,"USGS",0.80379746835443,"USGS-08227000","Other"
"5623",25,"WMT",19,0.119,1.25,"USGS",0.862686567164179,"USGS-08227000","Other"
"5624",25,"WMT",20,0.0595,1.25,"USGS",0.849740932642487,"USGS-08227000","Other"
"5625",23,"WMT",21,0.0714,1.25,"USGS",0.725903614457831,"USGS-08227000","Other"
"5626",24,"WMT",22,0.119,1.25,"USGS",0.791277258566978,"USGS-08227000","Other"
"5627",21,"WMT",23,0.0952,1.25,"USGS",0.787114845938375,"USGS-08227000","Other"
"5628",13,"XER",2,0.25,0.4275,"USGS",0.767782426778243,"USGS-08240000","Other"
"5629",14,"XER",2,0.125,0.4275,"USGS",0.810855263157895,"USGS-08251500","Other"
"5630",14,"XER",2,0.1667,0.4275,"USGS",0.76039119804401,"USGS-08266820","Forest_Wetland"
"5631",16,"XER",2,0.3333,0.4275,"USGS",0.903100775193798,"USGS-08276300","Other"
"5632",15,"XER",1,0.5,NA,"USGS",0.917948717948718,"USGS-08276500","Other"
"5633",15,"XER",2,0.0347,0.513,"USGS",0.832677165354331,"USGS-08276500","Other"
"5634",22,"WMT",1,1,0.4275,"USGS",0.927677329624478,"USGS-08313350","Other"
"5635",28,"WMT",2,0.5,0.342,"USGS",0.89002557544757,"USGS-08313350","Other"
"5636",6,"XER",1,1,0.4275,"USGS",0.863309352517986,"USGS-08317200","Other"
"5637",12,"XER",2,0.0313,0.4275,"USGS",0.733485193621868,"USGS-08317200","Other"
"5638",10,"XER",3,0.25,0.4275,"USGS",0.537271448663854,"USGS-08317200","Other"
"5639",12,"XER",3,0.0156,0.4275,"USGS",0.474940334128878,"USGS-08329000","Other"
"5640",18,"XER",1,0.25,0.2055,"USGS",0.408787010506208,"USGS-08331000","Other"
"5641",8,"XER",1,0.412446450428397,0.1539,"USGS",0.684822521419829,"USGS-08364000","Other"
"5642",15,"XER",5,0.0694,0.531,"USGS",0.827213822894168,"USGS-08364000","Other"
"5643",10,"XER",9,0.0434,0.4257,"USGS",0.721407624633431,"USGS-08364000","Other"
"5644",10,"XER",10,0.125,0.4354,"USGS",0.904069767441861,"USGS-08364000","Other"
"5645",13,"XER",11,0.1667,0.2128,"USGS",0.805797101449275,"USGS-08364000","Other"
"5646",16,"XER",12,0.1429,0.2313,"USGS",0.909375,"USGS-08364000","Other"
"5647",13,"XER",13,0.0952,0.3155,"USGS",0.912,"USGS-08364000","Other"
"5648",17,"WMT",19,0.0496,1.25,"USGS",0.884514435695538,"USGS-08377900","Forest_Wetland"
"5649",27,"SPL",17,0.1667,1.558,"USGS",0.792857142857143,"USGS-08449400","Other"
"5650",22,"WMT",4,0.0952,1.25,"USGS",0.499656829100892,"USGS-09010500","Forest_Wetland"
"5651",30,"WMT",5,0.0868,1.25,"USGS",0.626338329764454,"USGS-09010500","Forest_Wetland"
"5652",16,"WMT",6,0.0434,1.25,"USGS",0.383233532934132,"USGS-09010500","Forest_Wetland"
"5653",23,"WMT",21,0.0496,1.25,"USGS",0.576576576576577,"USGS-09010500","Forest_Wetland"
"5654",14,"WMT",22,0.0149,1.25,"USGS",0.49584487534626,"USGS-09019500","Other"
"5655",16,"WMT",21,0.1429,1.25,"USGS",0.731266149870801,"USGS-09022000","Forest_Wetland"
"5656",19,"WMT",21,0.2143,1.25,"USGS",0.655487804878049,"USGS-09025300","Forest_Wetland"
"5657",17,"WMT",21,0.0694,1.25,"USGS",0.618666666666667,"USGS-09026500","Forest_Wetland"
"5658",15,"WMT",21,0.1736,1.25,"USGS",0.853333333333333,"USGS-09032000","Forest_Wetland"
"5659",23,"WMT",21,0.4167,1.25,"USGS",0.763313609467456,"USGS-09032100","Forest_Wetland"
"5660",17,"WMT",22,0.25,1.25,"USGS",0.733516483516483,"USGS-09034900","Other"
"5661",17,"WMT",22,0.2083,1.25,"USGS",0.788235294117647,"USGS-09035500","Forest_Wetland"
"5662",13,"WMT",22,0.0397,1.25,"USGS",0.337912087912088,"USGS-09037500","Forest_Wetland"
"5663",13,"WMT",22,0.0085,1.25,"USGS",0.611111111111111,"USGS-09038500","Other"
"5664",9,"WMT",22,0.0198,1.25,"USGS",0.615819209039548,"USGS-09041400","Other"
"5665",10,"WMT",6,0.1667,1.25,"USGS",0.821548821548822,"USGS-09046530","Forest_Wetland"
"5666",18,"WMT",21,0.2857,1.25,"USGS",0.867256637168142,"USGS-09063900","Forest_Wetland"
"5667",18,"WMT",21,0.1667,1.25,"USGS",0.679640718562874,"USGS-09064000","Forest_Wetland"
"5668",19,"WMT",21,0.2381,1.25,"USGS",0.637462235649547,"USGS-09065500","Forest_Wetland"
"5669",24,"WMT",4,0.0298,1.25,"USGS",0.664705882352941,"USGS-09066510","Forest_Wetland"
"5670",11,"WMT",5,0.0248,1.25,"USGS",0.655963302752294,"USGS-09066510","Forest_Wetland"
"5671",12,"WMT",6,0.0198,1.25,"USGS",0.845986984815618,"USGS-09066510","Forest_Wetland"
"5672",21,"WMT",4,0.0298,1.25,"USGS",0.347150259067358,"USGS-09070500","Other"
"5673",18,"WMT",5,0.1215,1.25,"USGS",0.479125248508946,"USGS-09070500","Other"
"5674",15,"WMT",21,0.1429,1.25,"USGS",0.841642228739003,"USGS-09073300","Forest_Wetland"
"5675",17,"WMT",21,0.2381,1.25,"USGS",0.625352112676056,"USGS-09077800","Forest_Wetland"
"5676",16,"WMT",21,0.0952,1.25,"USGS",0.73469387755102,"USGS-09077945","Other"
"5677",24,"WMT",21,0.0298,1.25,"USGS",0.542134831460674,"USGS-09080100","Other"
"5678",6,"WMT",21,0.0248,1.25,"USGS",0.667597765363129,"USGS-09080400","Forest_Wetland"
"5679",9,"XER",6,0.2083,1.25,"USGS",0.185909980430528,"USGS-09095300","Other"
"5680",10,"XER",11,0.1736,1.25,"USGS",0.857142857142857,"USGS-09095300","Other"
"5681",15,"XER",12,0.4167,1.25,"USGS",0.635820895522388,"USGS-09095300","Other"
"5682",14,"XER",4,0.026,1.25,"USGS",0.598802395209581,"USGS-09095500","Other"
"5683",17,"XER",5,0.0893,1.25,"USGS",0.463463463463463,"USGS-09095500","Other"
"5684",20,"WMT",21,0.0714,1.25,"USGS",0.60632183908046,"USGS-09107000","Forest_Wetland"
"5685",10,"WMT",21,0.0714,1.25,"USGS",0.779569892473118,"USGS-09109000","Forest_Wetland"
"5686",19,"WMT",4,0.0248,1.25,"USGS",0.54524886877828,"USGS-09112200","Forest_Wetland"
"5687",15,"WMT",5,0.0347,1.25,"USGS",0.665983606557377,"USGS-09112200","Forest_Wetland"
"5688",20,"WMT",6,0.0347,1.25,"USGS",0.577878103837472,"USGS-09112200","Forest_Wetland"
"5689",13,"WMT",21,0.0198,1.25,"USGS",0.859078590785908,"USGS-09126000","Forest_Wetland"
"5690",10,"XER",4,0.0248,1.25,"USGS",0.362869198312236,"USGS-09128000","Forest_Wetland"
"5691",8,"XER",5,0.0496,1.25,"USGS",0.440092165898617,"USGS-09128000","Forest_Wetland"
"5692",10,"XER",6,0.0198,1.25,"USGS",0.833333333333333,"USGS-09128000","Forest_Wetland"
"5693",12,"XER",4,0.0714,1.25,"USGS",0.50693374422188,"USGS-09146200","Forest_Wetland"
"5694",13,"XER",5,0.1905,1.25,"USGS",0.680652680652681,"USGS-09146200","Forest_Wetland"
"5695",12,"XER",6,0.25,1.25,"USGS",0.49185667752443,"USGS-09146200","Forest_Wetland"
"5696",8,"XER",4,0.0149,1.25,"USGS",0.301980198019802,"USGS-09149480","Agriculture"
"5697",6,"XER",5,0.1429,1.25,"USGS",0.149897330595483,"USGS-09149480","Agriculture"
"5698",7,"XER",6,0.0714,1.25,"USGS",0.41031941031941,"USGS-09149480","Agriculture"
"5699",10,"XER",4,0.0198,1.25,"USGS",0.423423423423423,"USGS-09152500","Agriculture"
"5700",15,"XER",4,0.0198,1.25,"USGS",0.765315739868049,"USGS-09163500","Other"
"5701",10,"XER",6,0.0714,1.25,"USGS",0.858064516129032,"USGS-09163500","Other"
"5702",14,"XER",10,0.0248,1.25,"USGS",0.849315068493151,"USGS-09163500","Other"
"5703",16,"XER",11,0.0397,1.25,"USGS",0.708333333333333,"USGS-09163500","Other"
"5704",17,"XER",12,0.1429,1.25,"USGS",0.56047197640118,"USGS-09163500","Other"
"5705",18,"XER",13,0.119,1.25,"USGS",0.863924050632911,"USGS-09163500","Other"
"5706",18,"XER",14,0.2083,1.25,"USGS",0.862573099415205,"USGS-09163500","Other"
"5707",14,"WMT",19,0.0952,1.25,"USGS",0.824257425742574,"USGS-09196500","Forest_Wetland"
"5708",19,"WMT",24,0.0952,1.25,"USGS",0.729651162790698,"USGS-09196500","Forest_Wetland"
"5709",12,"WMT",21,0.0198,1.25,"USGS",0.388297872340426,"USGS-09237500","Forest_Wetland"
"5710",25,"WMT",21,0.1667,1.25,"USGS",0.698795180722892,"USGS-09238900","Forest_Wetland"
"5711",14,"WMT",19,0.3333,1.25,"USGS",0.926829268292683,"USGS-09352900","Forest_Wetland"
"5712",17,"WMT",24,0.3095,1.25,"USGS",0.799373040752351,"USGS-09352900","Forest_Wetland"
"5713",7,"XER",12,0.125,1.25,"USGS",0.828571428571429,"USGS-094196783","Urban"
"5714",10,"XER",13,0.2917,1.25,"USGS",0.816816816816817,"USGS-094196783","Urban"
"5715",10,"XER",14,0.0714,NA,"USGS",0.898876404494382,"USGS-094196783","Urban"
"5716",15,"XER",3,0.0952,1.25,"USGS",0.429059829059829,"USGS-09471000","Other"
"5717",22,"XER",4,0.165912765957447,1.25,"USGS",0.470744680851064,"USGS-09471000","Other"
"5718",13,"XER",5,0.119,1.25,"USGS",0.386255924170616,"USGS-09471000","Other"
"5719",21,"XER",9,0.0496,1.25,"USGS",0.442724458204334,"USGS-09471000","Other"
"5720",19,"XER",10,0.0694,1.25,"USGS",0.42042042042042,"USGS-09471000","Other"
"5721",12,"XER",11,0.0714,1.25,"USGS",0.735694822888283,"USGS-09471000","Other"
"5722",11,"XER",20,0.0198,1.25,"USGS",0.754054054054054,"USGS-09471000","Other"
"5723",19,"XER",21,0.0794,1.25,"USGS",0.630026809651475,"USGS-09471000","Other"
"5724",5,"XER",22,0.0198,1.25,"USGS",0.803921568627451,"USGS-09471000","Other"
"5725",18,"XER",3,0.0521,1.25,"USGS",0.551984877126654,"USGS-09474000","Other"
"5726",17,"XER",3,0.0149,1.25,"USGS",0.65324384787472,"USGS-09498500","Other"
"5727",17,"WMT",3,0.0298,1.25,"USGS",0.778606965174129,"USGS-09505570","Other"
"5728",16,"WMT",3,0.0868,1.25,"USGS",0.620309050772627,"USGS-09505800","Other"
"5729",24,"WMT",4,0.0694,1.25,"USGS",0.733333333333333,"USGS-09505800","Other"
"5730",20,"WMT",5,0.1736,1.25,"USGS",0.642706131078224,"USGS-09505800","Other"
"5731",24,"WMT",9,0.0496,1.25,"USGS",0.529239766081871,"USGS-09505800","Other"
"5732",27,"WMT",10,0.125,1.25,"USGS",0.631578947368421,"USGS-09505800","Other"
"5733",27,"WMT",11,0.1429,1.25,"USGS",0.64957264957265,"USGS-09505800","Other"
"5734",31,"WMT",12,0.0714,1.25,"USGS",0.757925072046109,"USGS-09505800","Other"
"5735",29,"WMT",13,0.125,1.25,"USGS",0.766447368421053,"USGS-09505800","Other"
"5736",27,"WMT",14,0.125,1.25,"USGS",0.680952380952381,"USGS-09505800","Other"
"5737",28,"WMT",15,0.0694,1.25,"USGS",0.685792349726776,"USGS-09505800","Other"
"5738",38,"WMT",16,0.1042,1.25,"USGS",0.762987012987013,"USGS-09505800","Other"
"5739",32,"WMT",17,0.0347,1.25,"USGS",0.805309734513274,"USGS-09505800","Other"
"5740",19,"WMT",18,0.1389,1.25,"USGS",0.686335403726708,"USGS-09505800","Other"
"5741",21,"WMT",19,0.0496,1.25,"USGS",0.845238095238095,"USGS-09505800","Other"
"5742",32,"WMT",20,0.0714,1.25,"USGS",0.875576036866359,"USGS-09505800","Other"
"5743",28,"WMT",21,0.0496,1.25,"USGS",0.77491961414791,"USGS-09505800","Other"
"5744",32,"WMT",22,0.0496,1.25,"USGS",0.824207492795389,"USGS-09505800","Other"
"5745",30,"WMT",23,0.0298,1.25,"USGS",0.812698412698413,"USGS-09505800","Other"
"5746",25,"WMT",24,0.0397,1.25,"USGS",0.808695652173913,"USGS-09505800","Other"
"5747",25,"WMT",25,0.0595,1.25,"USGS",0.847150259067358,"USGS-09505800","Other"
"5748",30,"WMT",26,0.0496,1.25,"USGS",0.886567164179105,"USGS-09505800","Other"
"5749",9,"XER",20,0.1667,1.25,"USGS",0.818532818532819,"USGS-09508300","Other"
"5750",15,"XER",4,0.0124,1.25,"USGS",0.613545816733068,"USGS-09508500","Other"
"5751",23,"XER",9,0.0298,1.25,"USGS",0.654867256637168,"USGS-10011500","Other"
"5752",17,"XER",9,0.0149,1.25,"USGS",0.518840579710145,"USGS-10016900","Urban"
"5753",13,"XER",9,0.00425,1.25,"USGS",0.357142857142857,"USGS-10020100","Forest_Wetland"
"5754",13,"XER",9,0.0085,1.25,"USGS",0.395569620253165,"USGS-10020300","Other"
"5755",12,"XER",9,0.0085,1.25,"USGS",0.516883116883117,"USGS-10028500","Agriculture"
"5756",14,"XER",7,0.0198,1.25,"USGS",0.789308176100629,"USGS-10038000","Other"
"5757",20,"XER",9,0.0085,1.25,"USGS",0.638888888888889,"USGS-10038000","Other"
"5758",15,"XER",10,0.017,1.25,"USGS",0.625,"USGS-10038000","Other"
"5759",16,"XER",11,0.0085,1.25,"USGS",0.53680981595092,"USGS-10038000","Other"
"5760",20,"XER",12,0.0085,1.25,"USGS",0.567647058823529,"USGS-10038000","Other"
"5761",17,"XER",9,0.0198,1.25,"USGS",0.664850136239782,"USGS-10044000","Other"
"5762",16,"WMT",7,0.0149,1.25,"USGS",0.632716049382716,"USGS-10068500","Agriculture"
"5763",18,"WMT",9,0.0347,2.5,"USGS",0.55205047318612,"USGS-10068500","Agriculture"
"5764",23,"XER",9,0.0198,1.25,"USGS",0.336814621409922,"USGS-10075000","Other"
"5765",15,"XER",9,0.0248,1.25,"USGS",0.75,"USGS-10079500","Other"
"5766",15,"XER",9,0.0198,1.25,"USGS",0.267100977198697,"USGS-10086500","Other"
"5767",10,"XER",9,0.0298,2.5,"USGS",0.593659942363112,"USGS-10092700","Agriculture"
"5768",15,"XER",7,0.0071,1.25,"USGS",0.704545454545455,"USGS-10102200","Agriculture"
"5769",13,"XER",8,0.00565,1.25,"USGS",0.872403560830861,"USGS-10102200","Agriculture"
"5770",26,"XER",9,0.0071,1.25,"USGS",0.555702917771883,"USGS-10102200","Agriculture"
"5771",12,"XER",9,0.0085,1.25,"USGS",0.466666666666667,"USGS-10118000","Forest_Wetland"
"5772",13,"XER",7,0.75,0.7979,"USGS",0.802547770700637,"USGS-10126000","Agriculture"
"5773",19,"WMT",8,0.0149,1.25,"USGS",0.847195357833656,"USGS-10128500","Forest_Wetland"
"5774",15,"WMT",7,0.0149,1.25,"USGS",0.746478873239437,"USGS-10130500","Agriculture"
"5775",17,"WMT",8,0.0091,1.25,"USGS",0.695924764890282,"USGS-10130500","Agriculture"
"5776",11,"WMT",9,0.008475,1.25,"USGS",0.588957055214724,"USGS-10130500","Agriculture"
"5777",16,"XER",7,0.1042,0.4362,"USGS",0.823204419889503,"USGS-10141000","Agriculture"
"5778",13,"XER",7,0.0248,1.25,"USGS",0.738095238095238,"USGS-10167800","Urban"
"5779",13,"XER",8,0.0142,1.25,"USGS",0.646551724137931,"USGS-10167800","Urban"
"5780",14,"XER",7,0.0952,1.25,"USGS",0.641095890410959,"USGS-10168000","Urban"
"5781",5,"XER",8,0.1131,1.25,"USGS",0.564179104477612,"USGS-10168000","Urban"
"5782",19,"XER",9,0.0397,1.25,"USGS",0.598116169544741,"USGS-10168000","Urban"
"5783",2,"XER",10,0.0714,1.25,"USGS",0.244505494505494,"USGS-10168000","Urban"
"5784",2,"XER",11,0.0198,1.25,"USGS",0.285714285714286,"USGS-10168000","Urban"
"5785",0,"XER",12,0.0694,0.3833,"USGS",0.6125,"USGS-10168000","Urban"
"5786",7,"XER",13,0.0397,1.25,"USGS",0.432352941176471,"USGS-10168000","Urban"
"5787",6,"XER",14,0.1667,1.25,"USGS",0.730769230769231,"USGS-10168000","Urban"
"5788",3,"XER",15,0.0868,1.25,"USGS",0.296296296296296,"USGS-10168000","Urban"
"5789",6,"XER",17,0.1667,1.25,"USGS",0.551351351351351,"USGS-10168000","Urban"
"5790",11,"XER",19,0.1667,1.25,"USGS",0.601796407185629,"USGS-10168000","Urban"
"5791",10,"XER",21,0.2381,1.25,"USGS",0.446991404011461,"USGS-10168000","Urban"
"5792",2,"XER",23,0.25,1.25,"USGS",0.848297213622291,"USGS-10168000","Urban"
"5793",9,"XER",24,0.2917,1.25,"USGS",0.739130434782609,"USGS-10168000","Urban"
"5794",6,"XER",25,0.0952,1.25,"USGS",0.635057471264368,"USGS-10168000","Urban"
"5795",11,"XER",26,0.25,1.25,"USGS",0.568965517241379,"USGS-10168000","Urban"
"5796",13,"XER",8,0.0397,1.25,"USGS",0.606060606060606,"USGS-10171000","Urban"
"5797",21,"WMT",7,0.0694,1.25,"USGS",0.803108808290155,"USGS-10172200","Urban"
"5798",24,"WMT",8,0.0113,1.25,"USGS",0.735849056603774,"USGS-10172200","Urban"
"5799",22,"WMT",9,0.0347,1.25,"USGS",0.512261580381471,"USGS-10172200","Urban"
"5800",11,"WMT",10,0.0347,1.25,"USGS",0.618131868131868,"USGS-10172200","Urban"
"5801",15,"WMT",11,0.0085,1.25,"USGS",0.793785310734463,"USGS-10172200","Urban"
"5802",21,"WMT",12,0.0198,1.25,"USGS",0.828828828828829,"USGS-10172200","Urban"
"5803",13,"WMT",13,0.0595,1.25,"USGS",0.665653495440729,"USGS-10172200","Urban"
"5804",16,"WMT",14,0.125,1.25,"USGS",0.756906077348066,"USGS-10172200","Urban"
"5805",24,"WMT",15,0.0347,1.25,"USGS",0.766871165644172,"USGS-10172200","Urban"
"5806",17,"WMT",16,0.0397,1.25,"USGS",0.710144927536232,"USGS-10172200","Urban"
"5807",13,"WMT",17,0.1667,1.25,"USGS",0.783536585365854,"USGS-10172200","Urban"
"5808",17,"WMT",18,0.2083,1.25,"USGS",0.749333333333333,"USGS-10172200","Urban"
"5809",14,"WMT",19,0.6667,1.25,"USGS",0.883928571428571,"USGS-10172200","Urban"
"5810",13,"WMT",20,0.0714,1.25,"USGS",0.693877551020408,"USGS-10172200","Urban"
"5811",20,"WMT",21,0.0198,1.25,"USGS",0.824074074074074,"USGS-10172200","Urban"
"5812",19,"WMT",22,0.0868,1.25,"USGS",0.773841961852861,"USGS-10172200","Urban"
"5813",10,"WMT",23,0.125,1.25,"USGS",0.907859078590786,"USGS-10172200","Urban"
"5814",19,"WMT",24,0.25,1.25,"USGS",0.860824742268041,"USGS-10172200","Urban"
"5815",21,"WMT",25,0.0714,1.25,"USGS",0.867403314917127,"USGS-10172200","Urban"
"5816",21,"WMT",26,0.0714,1.25,"USGS",0.807770961145194,"USGS-10172200","Urban"
"5817",20,"XER",19,0.0952,1.25,"USGS",0.88860103626943,"USGS-10249300","Forest_Wetland"
"5818",15,"XER",23,0.0198,1.0219,"USGS",0.604166666666667,"USGS-10260950","Other"
"5819",13,"XER",1,0.105034722222222,1.3938,"USGS",0.577023498694517,"USGS-10309010","Other"
"5820",16,"XER",2,0.220694150417827,1.1615,"USGS",0.54874651810585,"USGS-10309010","Other"
"5821",17,"XER",4,0.0397,1.1615,"USGS",0.583056478405316,"USGS-10309010","Other"
